0.96289,0.29639|0.93164,0.29150|0.96191,0.26611
0.96191,0.26611|0.93164,0.29150|0.92871,0.25977
0.70947,0.22217|0.72803,0.26855|0.67529,0.23193
0.67529,0.23193|0.72803,0.26855|0.69775,0.27051
0.50000,0.19238|0.52881,0.19482|0.50000,0.21875
0.50000,0.21875|0.52881,0.19482|0.54248,0.23340
0.64746,0.23535|0.67529,0.23193|0.67090,0.27246
0.67090,0.27246|0.67529,0.23193|0.69775,0.27051
0.70947,0.22217|0.74854,0.23145|0.72803,0.26855
0.72803,0.26855|0.74854,0.23145|0.75879,0.26953
0.58789,0.15039|0.61621,0.15283|0.60303,0.16992
0.60303,0.16992|0.61621,0.15283|0.63184,0.17188
0.78662,0.27148|0.75879,0.26953|0.77734,0.23584
0.77734,0.23584|0.75879,0.26953|0.74854,0.23145
0.86865,0.28076|0.84033,0.27588|0.85889,0.24609
0.85889,0.24609|0.84033,0.27588|0.82910,0.24219
0.85889,0.24609|0.82910,0.24219|0.84766,0.21240
0.84766,0.21240|0.82910,0.24219|0.81982,0.21094
0.58643,0.09473|0.61230,0.09082|0.59521,0.11426
0.59521,0.11426|0.61230,0.09082|0.62109,0.11377
0.63135,0.13330|0.65723,0.13037|0.64355,0.15234
0.64355,0.15234|0.65723,0.13037|0.66846,0.14844
0.60400,0.13135|0.57910,0.12988|0.59521,0.11426
0.59521,0.11426|0.57910,0.12988|0.57080,0.11621
0.57910,0.12988|0.60400,0.13135|0.58789,0.15039
0.58789,0.15039|0.60400,0.13135|0.61621,0.15283
0.64355,0.15234|0.61621,0.15283|0.63135,0.13330
0.63135,0.13330|0.61621,0.15283|0.60400,0.13135
0.65723,0.13037|0.63135,0.13330|0.64648,0.11133
0.64648,0.11133|0.63135,0.13330|0.62109,0.11377
0.52002,0.16895|0.50000,0.16602|0.51709,0.15332
0.51709,0.15332|0.50000,0.16602|0.50000,0.15039
0.64746,0.23535|0.62158,0.23682|0.62451,0.20117
0.62451,0.20117|0.62158,0.23682|0.59814,0.20068
0.55566,0.14355|0.58789,0.15039|0.57617,0.16699
0.57617,0.16699|0.58789,0.15039|0.60303,0.16992
0.53662,0.15088|0.55420,0.16553|0.52930,0.15820
0.52930,0.15820|0.55420,0.16553|0.53809,0.16943
0.61621,0.15283|0.64355,0.15234|0.63184,0.17188
0.63184,0.17188|0.64355,0.15234|0.65869,0.17139
0.52930,0.15820|0.51709,0.15332|0.53662,0.15088
0.53662,0.15088|0.51709,0.15332|0.51904,0.13574
0.51709,0.15332|0.50000,0.15039|0.51904,0.13574
0.51904,0.13574|0.50000,0.15039|0.50000,0.13037
0.93164,0.29150|0.89941,0.28613|0.92871,0.25977
0.92871,0.25977|0.89941,0.28613|0.89307,0.25195
0.92871,0.25977|0.89307,0.25195|0.92969,0.22852
0.92969,0.22852|0.89307,0.25195|0.88623,0.20996
0.93799,0.20068|0.92969,0.22852|0.90918,0.18018
0.90918,0.18018|0.92969,0.22852|0.88623,0.20996
0.96729,0.18652|0.94678,0.18311|0.96729,0.16113
0.96729,0.16113|0.94678,0.18311|0.93359,0.15674
0.96973,0.13623|0.96729,0.16113|0.94434,0.12256
0.94434,0.12256|0.96729,0.16113|0.93359,0.15674
0.53223,0.11230|0.55566,0.14355|0.51904,0.13574
0.51904,0.13574|0.55566,0.14355|0.53662,0.15088
0.50000,0.13037|0.50000,0.10547|0.51904,0.13574
0.51904,0.13574|0.50000,0.10547|0.53223,0.11230
0.63135,0.13330|0.60400,0.13135|0.62109,0.11377
0.62109,0.11377|0.60400,0.13135|0.59521,0.11426
0.53223,0.11230|0.56006,0.10059|0.55469,0.11865
0.55469,0.11865|0.56006,0.10059|0.57080,0.11621
0.57910,0.12988|0.56104,0.12744|0.57080,0.11621
0.57080,0.11621|0.56104,0.12744|0.55469,0.11865
0.56104,0.12744|0.57910,0.12988|0.55566,0.14355
0.55566,0.14355|0.57910,0.12988|0.58789,0.15039
0.51709,0.15332|0.52930,0.15820|0.52002,0.16895
0.52002,0.16895|0.52930,0.15820|0.53809,0.16943
0.56104,0.12744|0.55566,0.14355|0.55469,0.11865
0.55469,0.11865|0.55566,0.14355|0.53223,0.11230
0.61230,0.09082|0.63721,0.09033|0.62109,0.11377
0.62109,0.11377|0.63721,0.09033|0.64648,0.11133
0.68115,0.12646|0.65723,0.13037|0.67041,0.10791
0.67041,0.10791|0.65723,0.13037|0.64648,0.11133
0.67041,0.10791|0.64648,0.11133|0.66113,0.08936
0.66113,0.08936|0.64648,0.11133|0.63721,0.09033
0.52783,0.24854|0.51904,0.25781|0.50000,0.23535
0.50000,0.23535|0.51904,0.25781|0.50000,0.25391
0.50000,0.16602|0.52002,0.16895|0.50000,0.19238
0.50000,0.19238|0.52002,0.16895|0.52881,0.19482
0.55322,0.19971|0.52881,0.19482|0.53809,0.16943
0.53809,0.16943|0.52881,0.19482|0.52002,0.16895
0.53809,0.16943|0.55420,0.16553|0.55322,0.19971
0.55322,0.19971|0.55420,0.16553|0.57471,0.19922
0.55420,0.16553|0.57617,0.16699|0.57471,0.19922
0.57471,0.19922|0.57617,0.16699|0.59814,0.20068
0.67529,0.23193|0.64746,0.23535|0.65234,0.19922
0.65234,0.19922|0.64746,0.23535|0.62451,0.20117
0.65234,0.19922|0.67871,0.19189|0.67529,0.23193
0.67529,0.23193|0.67871,0.19189|0.70947,0.22217
0.77734,0.23584|0.74854,0.23145|0.77246,0.20557
0.77246,0.20557|0.74854,0.23145|0.74805,0.20020
0.83545,0.18164|0.86035,0.17236|0.84766,0.21240
0.84766,0.21240|0.86035,0.17236|0.88623,0.20996
0.79102,0.16553|0.80957,0.16455|0.79199,0.18359
0.79199,0.18359|0.80957,0.16455|0.81299,0.18408
0.77344,0.16406|0.79102,0.16553|0.77197,0.18115
0.77197,0.18115|0.79102,0.16553|0.79199,0.18359
0.69043,0.14404|0.66846,0.14844|0.68115,0.12646
0.68115,0.12646|0.66846,0.14844|0.65723,0.13037
0.75635,0.15967|0.77344,0.16406|0.75146,0.17676
0.75146,0.17676|0.77344,0.16406|0.77197,0.18115
0.69043,0.14404|0.69482,0.15723|0.66846,0.14844
0.66846,0.14844|0.69482,0.15723|0.68066,0.16406
0.73047,0.16943|0.75146,0.17676|0.72168,0.19092
0.72168,0.19092|0.75146,0.17676|0.74805,0.20020
0.69043,0.14404|0.68115,0.12646|0.71680,0.14209
0.71680,0.14209|0.68115,0.12646|0.70410,0.12158
0.67041,0.10791|0.69238,0.10400|0.68115,0.12646
0.68115,0.12646|0.69238,0.10400|0.70410,0.12158
0.66113,0.08936|0.68164,0.08594|0.67041,0.10791
0.67041,0.10791|0.68164,0.08594|0.69238,0.10400
0.55225,0.27783|0.52783,0.24854|0.57568,0.27686
0.57568,0.27686|0.52783,0.24854|0.54248,0.23340
0.54248,0.23340|0.52783,0.24854|0.50000,0.21875
0.50000,0.21875|0.52783,0.24854|0.50000,0.23535
0.63184,0.17188|0.65869,0.17139|0.65234,0.19922
0.65234,0.19922|0.65869,0.17139|0.67871,0.19189
0.65234,0.19922|0.62451,0.20117|0.63184,0.17188
0.63184,0.17188|0.62451,0.20117|0.60303,0.16992
0.77246,0.20557|0.79590,0.20850|0.77734,0.23584
0.77734,0.23584|0.79590,0.20850|0.80322,0.23877
0.79590,0.20850|0.77246,0.20557|0.79199,0.18359
0.79199,0.18359|0.77246,0.20557|0.77197,0.18115
0.79199,0.18359|0.81299,0.18408|0.79590,0.20850
0.79590,0.20850|0.81299,0.18408|0.81982,0.21094
0.84766,0.21240|0.81982,0.21094|0.83545,0.18164
0.83545,0.18164|0.81982,0.21094|0.81299,0.18408
0.75146,0.17676|0.77197,0.18115|0.74805,0.20020
0.74805,0.20020|0.77197,0.18115|0.77246,0.20557
0.72168,0.19092|0.74805,0.20020|0.70947,0.22217
0.70947,0.22217|0.74805,0.20020|0.74854,0.23145
0.70947,0.22217|0.67871,0.19189|0.72168,0.19092
0.72168,0.19092|0.67871,0.19189|0.69775,0.17725
0.67871,0.19189|0.65869,0.17139|0.69775,0.17725
0.69775,0.17725|0.65869,0.17139|0.68066,0.16406
0.68066,0.16406|0.65869,0.17139|0.66846,0.14844
0.66846,0.14844|0.65869,0.17139|0.64355,0.15234
0.70996,0.16211|0.69775,0.17725|0.69482,0.15723
0.69482,0.15723|0.69775,0.17725|0.68066,0.16406
0.62451,0.20117|0.59814,0.20068|0.60303,0.16992
0.60303,0.16992|0.59814,0.20068|0.57617,0.16699
0.62158,0.23682|0.64746,0.23535|0.64502,0.27344
0.64502,0.27344|0.64746,0.23535|0.67090,0.27246
0.59766,0.23633|0.62158,0.23682|0.62109,0.27295
0.62109,0.27295|0.62158,0.23682|0.64502,0.27344
0.57422,0.23584|0.59766,0.23633|0.59863,0.27344
0.59863,0.27344|0.59766,0.23633|0.62109,0.27295
0.54248,0.23340|0.57422,0.23584|0.57568,0.27686
0.57568,0.27686|0.57422,0.23584|0.59863,0.27344
0.84668,0.14893|0.86377,0.13135|0.86035,0.17236
0.86035,0.17236|0.86377,0.13135|0.88281,0.15430
0.73047,0.16943|0.70996,0.16211|0.73877,0.15283
0.73877,0.15283|0.70996,0.16211|0.71680,0.14209
0.70996,0.16211|0.69482,0.15723|0.71680,0.14209
0.71680,0.14209|0.69482,0.15723|0.69043,0.14404
0.75146,0.17676|0.73047,0.16943|0.75635,0.15967
0.75635,0.15967|0.73047,0.16943|0.73877,0.15283
0.70996,0.16211|0.73047,0.16943|0.69775,0.17725
0.69775,0.17725|0.73047,0.16943|0.72168,0.19092
0.94678,0.18311|0.93799,0.20068|0.93359,0.15674
0.93359,0.15674|0.93799,0.20068|0.90918,0.18018
0.93799,0.20068|0.94678,0.18311|0.96533,0.21094
0.96533,0.21094|0.94678,0.18311|0.96729,0.18652
0.99365,0.19043|0.99365,0.21533|0.96729,0.18652
0.96729,0.18652|0.99365,0.21533|0.96533,0.21094
0.51953,0.04150|0.54102,0.04102|0.52441,0.07178
0.52441,0.07178|0.54102,0.04102|0.54980,0.07080
0.50000,0.07080|0.52441,0.07178|0.50000,0.10547
0.50000,0.10547|0.52441,0.07178|0.53223,0.11230
0.50000,0.03809|0.51953,0.04150|0.50000,0.07080
0.50000,0.07080|0.51953,0.04150|0.52441,0.07178
0.90186,0.13037|0.91748,0.10303|0.93359,0.15674
0.93359,0.15674|0.91748,0.10303|0.94434,0.12256
0.44482,0.01123|0.46826,0.01660|0.43555,0.03760
0.43555,0.03760|0.46826,0.01660|0.45874,0.04102
0.45874,0.04102|0.44995,0.07080|0.43555,0.03760
0.43555,0.03760|0.44995,0.07080|0.42407,0.06592
0.31787,0.08594|0.30737,0.10400|0.30322,0.07910
0.30322,0.07910|0.30737,0.10400|0.28857,0.09961
0.10913,0.08545|0.08215,0.10303|0.09747,0.05908
0.09747,0.05908|0.08215,0.10303|0.06812,0.07178
0.13257,0.07324|0.10913,0.08545|0.12524,0.04736
0.12524,0.04736|0.10913,0.08545|0.09747,0.05908
0.08215,0.10303|0.05563,0.12256|0.06812,0.07178
0.06812,0.07178|0.05563,0.12256|0.04349,0.09766
0.32642,0.06689|0.31787,0.08594|0.31152,0.05957
0.31152,0.05957|0.31787,0.08594|0.30322,0.07910
0.33838,0.08936|0.31787,0.08594|0.34595,0.06982
0.34595,0.06982|0.31787,0.08594|0.32642,0.06689
0.36230,0.09033|0.33838,0.08936|0.36816,0.06787
0.36816,0.06787|0.33838,0.08936|0.34595,0.06982
0.38745,0.09082|0.36230,0.09033|0.39478,0.05908
0.39478,0.05908|0.36230,0.09033|0.36816,0.06787
0.44995,0.07080|0.43970,0.10059|0.42407,0.06592
0.42407,0.06592|0.43970,0.10059|0.41333,0.09473
0.47559,0.07178|0.46753,0.11230|0.44995,0.07080
0.44995,0.07080|0.46753,0.11230|0.43970,0.10059
0.42407,0.06592|0.41333,0.09473|0.39478,0.05908
0.39478,0.05908|0.41333,0.09473|0.38745,0.09082
0.43555,0.03760|0.42407,0.06592|0.41309,0.03320
0.41309,0.03320|0.42407,0.06592|0.39478,0.05908
0.41309,0.03320|0.42017,0.00439|0.43555,0.03760
0.43555,0.03760|0.42017,0.00439|0.44482,0.01123
0.12164,0.11035|0.09778,0.13037|0.10913,0.08545
0.10913,0.08545|0.09778,0.13037|0.08215,0.10303
0.00621,0.14062|0.02991,0.13623|0.00621,0.16260
0.00621,0.16260|0.02991,0.13623|0.03271,0.16113
0.13843,0.09521|0.12164,0.11035|0.13257,0.07324
0.13257,0.07324|0.12164,0.11035|0.10913,0.08545
0.50000,0.25391|0.50000,0.27148|0.48047,0.25781
0.48047,0.25781|0.50000,0.27148|0.47070,0.27734
0.47168,0.24854|0.48047,0.25781|0.44751,0.27783
0.44751,0.27783|0.48047,0.25781|0.47070,0.27734
0.19031,0.16455|0.18689,0.18408|0.17175,0.15967
0.17175,0.15967|0.18689,0.18408|0.16406,0.18164
0.17175,0.15967|0.16406,0.18164|0.15308,0.14893
0.15308,0.14893|0.16406,0.18164|0.13953,0.17236
0.13586,0.13135|0.11676,0.15430|0.12164,0.11035
0.12164,0.11035|0.11676,0.15430|0.09778,0.13037
0.09039,0.18018|0.11676,0.15430|0.11334,0.20996
0.11334,0.20996|0.11676,0.15430|0.13953,0.17236
0.03436,0.21094|0.06201,0.20068|0.03696,0.23730
0.03696,0.23730|0.06201,0.20068|0.06982,0.22852
0.06592,0.15674|0.09778,0.13037|0.09039,0.18018
0.09039,0.18018|0.09778,0.13037|0.11676,0.15430
0.03271,0.16113|0.03253,0.18652|0.00621,0.16260
0.00621,0.16260|0.03253,0.18652|0.00621,0.19043
0.00621,0.21533|0.03436,0.21094|0.00621,0.24219
0.00621,0.24219|0.03436,0.21094|0.03696,0.23730
0.14612,0.11670|0.13586,0.13135|0.13843,0.09521
0.13843,0.09521|0.13586,0.13135|0.12164,0.11035
0.17346,0.14746|0.17175,0.15967|0.15942,0.13672
0.15942,0.13672|0.17175,0.15967|0.15308,0.14893
0.17175,0.15967|0.17346,0.14746|0.19031,0.16455
0.19031,0.16455|0.17346,0.14746|0.19006,0.15332
0.10675,0.25195|0.11334,0.20996|0.14075,0.24609
0.14075,0.24609|0.11334,0.20996|0.15198,0.21240
0.44653,0.19971|0.42578,0.23584|0.42505,0.19922
0.42505,0.19922|0.42578,0.23584|0.40234,0.23633
0.43970,0.10059|0.42920,0.11621|0.41333,0.09473
0.41333,0.09473|0.42920,0.11621|0.40479,0.11426
0.00621,0.27051|0.00621,0.24219|0.03769,0.26611
0.03769,0.26611|0.00621,0.24219|0.03696,0.23730
0.20398,0.20850|0.19641,0.23877|0.18005,0.21094
0.18005,0.21094|0.19641,0.23877|0.17053,0.24219
0.42578,0.23584|0.44653,0.19971|0.45752,0.23340
0.45752,0.23340|0.44653,0.19971|0.47095,0.19482
0.44531,0.16553|0.42358,0.16699|0.46313,0.15088
0.46313,0.15088|0.42358,0.16699|0.44385,0.14355
0.42505,0.19922|0.40234,0.23633|0.40161,0.20068
0.40161,0.20068|0.40234,0.23633|0.37817,0.23682
0.03769,0.26611|0.03696,0.23730|0.07098,0.25977
0.07098,0.25977|0.03696,0.23730|0.06982,0.22852
0.18640,0.27344|0.19641,0.23877|0.21301,0.27148
0.21301,0.27148|0.19641,0.23877|0.22266,0.23584
0.19641,0.23877|0.18640,0.27344|0.17053,0.24219
0.17053,0.24219|0.18640,0.27344|0.15955,0.27588
0.10016,0.28613|0.10675,0.25195|0.13110,0.28076
0.13110,0.28076|0.10675,0.25195|0.14075,0.24609
0.00621,0.29980|0.00621,0.27051|0.03668,0.29639
0.03668,0.29639|0.00621,0.27051|0.03769,0.26611
0.07098,0.25977|0.06805,0.29150|0.03769,0.26611
0.03769,0.26611|0.06805,0.29150|0.03668,0.29639
0.30176,0.27051|0.27197,0.26855|0.32446,0.23193
0.32446,0.23193|0.27197,0.26855|0.29028,0.22217
0.50000,0.19238|0.50000,0.21875|0.47095,0.19482
0.47095,0.19482|0.50000,0.21875|0.45752,0.23340
0.30176,0.27051|0.32446,0.23193|0.32886,0.27246
0.32886,0.27246|0.32446,0.23193|0.35229,0.23535
0.29028,0.22217|0.27197,0.26855|0.25122,0.23145
0.25122,0.23145|0.27197,0.26855|0.24121,0.26953
0.41211,0.15039|0.39648,0.16992|0.38379,0.15283
0.38379,0.15283|0.39648,0.16992|0.36816,0.17188
0.21301,0.27148|0.22266,0.23584|0.24121,0.26953
0.24121,0.26953|0.22266,0.23584|0.25122,0.23145
0.13110,0.28076|0.14075,0.24609|0.15955,0.27588
0.15955,0.27588|0.14075,0.24609|0.17053,0.24219
0.14075,0.24609|0.15198,0.21240|0.17053,0.24219
0.17053,0.24219|0.15198,0.21240|0.18005,0.21094
0.37891,0.11377|0.38745,0.09082|0.40479,0.11426
0.40479,0.11426|0.38745,0.09082|0.41333,0.09473
0.33130,0.14844|0.34253,0.13037|0.35620,0.15234
0.35620,0.15234|0.34253,0.13037|0.36841,0.13330
0.39575,0.13135|0.40479,0.11426|0.42090,0.12988
0.42090,0.12988|0.40479,0.11426|0.42920,0.11621
0.38379,0.15283|0.39575,0.13135|0.41211,0.15039
0.41211,0.15039|0.39575,0.13135|0.42090,0.12988
0.35620,0.15234|0.36841,0.13330|0.38379,0.15283
0.38379,0.15283|0.36841,0.13330|0.39575,0.13135
0.34253,0.13037|0.35352,0.11133|0.36841,0.13330
0.36841,0.13330|0.35352,0.11133|0.37891,0.11377
0.47974,0.16895|0.48291,0.15332|0.50000,0.16602
0.50000,0.16602|0.48291,0.15332|0.50000,0.15039
0.35229,0.23535|0.37524,0.20117|0.37817,0.23682
0.37817,0.23682|0.37524,0.20117|0.40161,0.20068
0.44385,0.14355|0.42358,0.16699|0.41211,0.15039
0.41211,0.15039|0.42358,0.16699|0.39648,0.16992
0.46167,0.16943|0.44531,0.16553|0.47046,0.15820
0.47046,0.15820|0.44531,0.16553|0.46313,0.15088
0.19031,0.16455|0.19006,0.15332|0.20874,0.16553
0.20874,0.16553|0.19006,0.15332|0.21069,0.15527
0.38379,0.15283|0.36816,0.17188|0.35620,0.15234
0.35620,0.15234|0.36816,0.17188|0.34106,0.17139
0.48096,0.13574|0.48291,0.15332|0.46313,0.15088
0.46313,0.15088|0.48291,0.15332|0.47046,0.15820
0.48291,0.15332|0.48096,0.13574|0.50000,0.15039
0.50000,0.15039|0.48096,0.13574|0.50000,0.13037
0.10675,0.25195|0.10016,0.28613|0.07098,0.25977
0.07098,0.25977|0.10016,0.28613|0.06805,0.29150
0.11334,0.20996|0.10675,0.25195|0.06982,0.22852
0.06982,0.22852|0.10675,0.25195|0.07098,0.25977
0.06201,0.20068|0.09039,0.18018|0.06982,0.22852
0.06982,0.22852|0.09039,0.18018|0.11334,0.20996
0.06592,0.15674|0.05310,0.18311|0.03271,0.16113
0.03271,0.16113|0.05310,0.18311|0.03253,0.18652
0.06592,0.15674|0.03271,0.16113|0.05563,0.12256
0.05563,0.12256|0.03271,0.16113|0.02991,0.13623
0.21069,0.15527|0.22351,0.15381|0.20874,0.16553
0.20874,0.16553|0.22351,0.15381|0.22632,0.16406
0.46313,0.15088|0.44385,0.14355|0.48096,0.13574
0.48096,0.13574|0.44385,0.14355|0.46753,0.11230
0.50000,0.13037|0.48096,0.13574|0.50000,0.10547
0.50000,0.10547|0.48096,0.13574|0.46753,0.11230
0.36841,0.13330|0.37891,0.11377|0.39575,0.13135
0.39575,0.13135|0.37891,0.11377|0.40479,0.11426
0.46753,0.11230|0.44507,0.11865|0.43970,0.10059
0.43970,0.10059|0.44507,0.11865|0.42920,0.11621
0.42090,0.12988|0.42920,0.11621|0.43872,0.12744
0.43872,0.12744|0.42920,0.11621|0.44507,0.11865
0.43872,0.12744|0.44385,0.14355|0.42090,0.12988
0.42090,0.12988|0.44385,0.14355|0.41211,0.15039
0.46167,0.16943|0.47046,0.15820|0.47974,0.16895
0.47974,0.16895|0.47046,0.15820|0.48291,0.15332
0.46753,0.11230|0.44385,0.14355|0.44507,0.11865
0.44507,0.11865|0.44385,0.14355|0.43872,0.12744
0.38745,0.09082|0.37891,0.11377|0.36230,0.09033
0.36230,0.09033|0.37891,0.11377|0.35352,0.11133
0.31860,0.12646|0.32910,0.10791|0.34253,0.13037
0.34253,0.13037|0.32910,0.10791|0.35352,0.11133
0.32910,0.10791|0.33838,0.08936|0.35352,0.11133
0.35352,0.11133|0.33838,0.08936|0.36230,0.09033
0.47168,0.24854|0.50000,0.23535|0.48047,0.25781
0.48047,0.25781|0.50000,0.23535|0.50000,0.25391
0.50000,0.16602|0.50000,0.19238|0.47974,0.16895
0.47974,0.16895|0.50000,0.19238|0.47095,0.19482
0.44653,0.19971|0.46167,0.16943|0.47095,0.19482
0.47095,0.19482|0.46167,0.16943|0.47974,0.16895
0.46167,0.16943|0.44653,0.19971|0.44531,0.16553
0.44531,0.16553|0.44653,0.19971|0.42505,0.19922
0.44531,0.16553|0.42505,0.19922|0.42358,0.16699
0.42358,0.16699|0.42505,0.19922|0.40161,0.20068
